Pressure(hPa),O3PartialPressure(mPa),Temperature(C),GPHeight(m)
47.72,6.145,-65.2,20820
47.68,6.149,-65.2,20830
47.63,6.15,-65.2,20840
47.58,6.15,-65.3,20843
47.54,6.166,-65.3,20846
47.5,6.181,-65.4,20848
47.46,6.197,-65.4,20855
47.42,6.213,-65.5,20863
47.37,6.214,-65.5,20867
47.33,6.212,-65.5,20872
47.29,6.209,-65.6,20878
47.25,6.207,-65.7,20883
47.2,6.204,-65.7,20888
47.15,6.201,-65.7,20893
47.1,6.199,-65.7,20898
47.06,6.171,-65.8,20912
47.01,6.183,-65.8,20917
46.97,6.188,-65.9,20922
46.93,6.188,-65.9,20926
46.89,6.188,-66,20931
46.85,6.188,-66,20936
46.81,6.188,-66,20938
46.77,6.171,-66.1,20944
46.73,6.181,-66.1,20945
46.68,6.171,-66.1,20953
46.63,6.16,-66.1,20962
46.59,6.154,-66.2,20970
46.54,6.147,-66.2,20978
46.49,6.141,-66.2,20986
46.45,6.134,-66.2,20988
46.4,6.097,-66.3,20987
46.35,6.1,-66.3,20995
46.31,6.111,-66.3,21003
46.26,6.111,-66.4,21011
46.21,6.111,-66.4,21019
46.16,6.111,-66.4,21027
46.11,6.111,-66.4,21035
46.06,6.111,-66.4,21037
46.02,6.111,-66.4,21043
45.98,6.111,-66.4,21048
45.93,6.111,-66.4,21054
45.89,6.111,-66.4,21059
45.85,6.111,-66.3,21065
45.8,6.111,-66.3,21071
45.75,6.111,-66.3,21073
45.71,6.155,-66.2,21086
45.66,6.215,-66.2,21092
45.61,6.234,-66.1,21098
45.57,6.244,-66.1,21103
45.52,6.244,-66.2,21109
45.48,6.245,-66.2,21115
45.43,6.245,-66.2,21121
45.39,6.245,-66.2,21126
45.35,6.254,-66.2,21133
45.31,6.268,-66.2,21136
45.26,6.26,-66.1,21143
45.22,6.247,-66.1,21149
45.17,6.251,-66.1,21155
45.13,6.256,-66,21161
45.08,6.26,-66,21167
45.04,6.265,-65.9,21174
44.99,6.293,-65.9,21181
44.95,6.355,-65.9,21185
44.91,6.356,-65.8,21192
44.86,6.356,-65.8,21198
44.82,6.357,-65.8,21203
44.78,6.357,-65.7,21209
44.74,6.357,-65.7,21215
44.7,6.363,-65.6,21212
44.65,6.389,-65.5,21223
44.61,6.402,-65.4,21230
44.56,6.402,-65.3,21239
44.51,6.407,-65.2,21247
44.47,6.439,-65,21254
44.42,6.47,-64.9,21261
44.38,6.506,-64.7,21263
44.34,6.556,-64.5,21270
44.3,6.581,-64.3,21270
44.26,6.586,-64.1,21280
44.22,6.595,-64,21286
44.18,6.601,-63.9,21291
44.14,6.606,-63.8,21297
44.1,6.611,-63.7,21303
44.06,6.617,-63.6,21305
44.02,6.638,-63.6,21310
43.97,6.651,-63.5,21319
43.93,6.652,-63.4,21328
43.89,6.654,-63.4,21333
43.85,6.727,-63.4,21335
43.81,6.781,-63.3,21341
43.78,6.859,-63.3,21349
43.74,6.894,-63.3,21353
43.7,6.917,-63.3,21357
43.67,6.943,-63.2,21362
43.63,6.947,-63.2,21366
43.59,6.948,-63.2,21371
43.55,6.95,-63.1,21374
43.51,6.95,-63.1,21385
43.47,6.95,-63,21392
43.43,6.95,-62.8,21398
43.39,6.97,-62.7,21399
43.35,7.005,-62.6,21405
43.31,7.06,-62.5,21411
43.27,7.119,-62.4,21417
43.23,7.178,-62.3,21424
43.19,7.237,-62.2,21430
43.14,7.296,-62.1,21437
43.1,7.315,-62,21443
43.05,7.345,-61.9,21449
43,7.441,-61.8,21456
42.96,7.475,-61.7,21464
42.92,7.476,-61.6,21472
42.87,7.477,-61.6,21476
42.83,7.479,-61.6,21481
42.79,7.487,-61.6,21486
42.74,7.635,-61.6,21495
42.7,7.712,-61.7,21499
42.66,7.783,-61.7,21506
42.62,7.824,-61.7,21513
42.58,7.834,-61.8,21520
42.54,7.844,-61.8,21524
42.5,7.854,-61.9,21529
42.46,7.864,-61.9,21535
42.42,7.883,-61.9,21543
42.39,7.898,-62,21547
42.35,7.922,-62,21551
42.32,7.959,-62.1,21554
42.28,7.995,-62.1,21561
42.25,8.052,-62.1,21566
42.21,8.09,-62.1,21571
42.17,8.09,-62.1,21576
42.13,8.108,-62.1,21579
42.09,8.127,-62.1,21591
42.05,8.127,-62,21596
42,8.153,-62.1,21604
41.96,8.196,-62.1,21607
41.92,8.205,-62.1,21618
41.87,8.258,-62.1,21622
41.83,8.313,-62.1,21625
41.79,8.24,-62,21632
41.75,8.193,-62,21640
41.71,8.201,-61.9,21648
41.67,8.234,-61.8,21652
41.63,8.263,-61.7,21656
41.58,8.278,-61.6,21663
41.54,8.312,-61.5,21671
41.5,8.325,-61.4,21679
41.46,8.338,-61.2,21683
41.42,8.347,-61,21691
41.38,8.358,-60.8,21688
41.34,8.395,-60.5,21699
41.3,8.431,-60.3,21708
41.26,8.477,-60.1,21713
41.22,8.555,-59.9,21720
41.18,8.609,-59.8,21727
41.14,8.69,-59.6,21732
41.1,8.802,-59.5,21735
41.06,8.825,-59.4,21744
41.02,8.871,-59.3,21753
40.99,8.918,-59.3,21756
40.95,8.964,-59.3,21760
40.91,9.012,-59.3,21766
40.88,9.061,-59.3,21764
40.84,9.097,-59.4,21776
40.8,9.13,-59.4,21785
40.76,9.164,-59.4,21788
40.72,9.201,-59.5,21797
40.67,9.267,-59.5,21802
40.63,9.267,-59.5,21808
40.59,9.267,-59.4,21815
40.55,9.268,-59.3,21823
40.51,9.288,-59.2,21829
40.47,9.332,-59.1,21837
40.44,9.337,-59.1,21840
40.4,9.336,-59,21839
40.36,9.345,-59,21848
40.33,9.371,-59,21858
40.29,9.397,-59,21864
40.25,9.399,-59,21869
40.21,9.399,-58.9,21868
40.18,9.407,-58.9,21878
40.14,9.416,-58.9,21888
40.1,9.425,-59,21893
40.06,9.434,-59,21899
40.03,9.443,-59,21904
40,9.452,-59.1,21909
39.96,9.46,-59.1,21911
39.93,9.469,-59.1,21917
39.9,9.481,-59.2,21922
39.86,9.494,-59.2,21928
39.83,9.507,-59.3,21934
39.79,9.519,-59.3,21939
39.76,9.532,-59.4,21945
39.73,9.662,-59.4,21954
39.69,9.69,-59.5,21955
39.66,9.69,-59.5,21960
39.62,9.69,-59.6,21965
39.59,9.69,-59.6,21971
39.55,9.69,-59.7,21976
39.52,9.691,-59.7,21981
39.48,9.691,-59.7,21990
39.45,9.694,-59.7,21997
39.42,9.696,-59.7,21999
39.38,9.696,-59.7,22004
39.35,9.694,-59.7,22009
39.31,9.693,-59.7,22014
39.28,9.692,-59.7,22019
39.24,9.691,-59.7,22027
39.21,9.69,-59.7,22036
39.18,9.678,-59.7,22041
39.15,9.636,-59.7,22043
39.12,9.61,-59.7,22047
39.09,9.622,-59.6,22045
39.06,9.643,-59.6,22053
39.02,9.664,-59.6,22062
38.99,9.685,-59.6,22067
38.96,9.654,-59.6,22071
38.93,9.61,-59.6,22080
38.9,9.61,-59.6,22085
38.86,9.658,-59.6,22086
38.83,9.715,-59.7,22089
38.8,9.715,-59.7,22094
38.77,9.715,-59.7,22103
38.73,9.715,-59.7,22109
38.7,9.676,-59.7,22115
38.67,9.608,-59.7,22121
38.63,9.607,-59.7,22124
38.6,9.609,-59.6,22130
38.57,9.609,-59.6,22136
38.54,9.608,-59.5,22140
38.51,9.608,-59.4,22144
38.48,9.608,-59.3,22149
38.45,9.608,-59.2,22153
38.42,9.616,-59.1,22158
38.39,9.664,-59,22163
38.36,9.732,-58.9,22169
38.33,9.732,-58.9,22175
38.3,9.732,-58.8,22179
38.27,9.732,-58.8,22184
38.24,9.732,-58.8,22189
38.21,9.732,-58.8,22192
38.18,9.732,-58.8,22197
38.15,9.731,-58.8,22202
38.12,9.732,-58.7,22209
38.09,9.736,-58.7,22214
38.06,9.735,-58.7,22218
38.03,9.735,-58.7,22223
38,9.735,-58.6,22229
37.97,9.74,-58.6,22234
37.94,9.77,-58.6,22239
37.91,9.798,-58.6,22244
37.88,9.845,-58.5,22245
37.85,9.878,-58.5,22252
37.82,9.878,-58.4,22260
37.79,9.879,-58.3,22264
37.76,9.902,-58.3,22267
37.73,9.981,-58.3,22272
37.7,9.981,-58.3,22276
37.66,9.981,-58.3,22283
37.63,10,-58.4,22291
37.6,10.002,-58.4,22298
37.57,10.002,-58.5,22299
37.54,10.002,-58.5,22304
37.51,10.002,-58.5,22305
37.48,10.002,-58.5,22315
37.45,10.002,-58.6,22321
37.42,10.002,-58.6,22326
37.39,10.002,-58.6,22329
37.36,10.002,-58.6,22336
37.33,10.01,-58.6,22342
37.3,10.019,-58.7,22344
37.27,10.02,-58.7,22349
37.24,10.019,-58.7,22355
37.21,10.019,-58.7,22357
37.18,10.042,-58.6,22363
37.15,10.049,-58.6,22370
37.12,10.057,-58.6,22374
37.09,10.129,-58.5,22380
37.06,10.219,-58.4,22386
37.03,10.235,-58.4,22388
36.99,10.235,-58.3,22396
36.96,10.235,-58.2,22405
36.92,10.262,-58.2,22408
36.89,10.34,-58.1,22415
36.86,10.372,-58.1,22421
36.83,10.38,-58.1,22428
36.79,10.388,-58.1,22430
36.76,10.374,-58.1,22435
36.73,10.382,-58.1,22441
36.7,10.39,-58.1,22444
36.67,10.458,-58.1,22452
36.64,10.563,-58.1,22457
36.61,10.601,-58.1,22461
36.58,10.604,-58.1,22466
36.55,10.608,-58.1,22473
36.52,10.609,-58,22480
36.49,10.609,-58,22482
36.46,10.609,-58,22483
36.42,10.611,-58,22496
36.39,10.613,-58,22501
36.36,10.613,-58,22502
36.32,10.638,-58,22513
36.29,10.662,-58.1,22519
36.25,10.654,-58.1,22525
36.22,10.638,-58.1,22531
36.18,10.621,-58.1,22533
36.15,10.613,-58.1,22542
36.12,10.643,-58.1,22549
36.08,10.707,-58.1,22555
36.05,10.757,-58.2,22557
36.02,10.771,-58.2,22564
35.98,10.765,-58.3,22571
35.95,10.76,-58.3,22578
35.92,10.754,-58.4,22583
35.88,10.75,-58.4,22582
35.85,10.75,-58.5,22595
35.81,10.749,-58.5,22601
35.77,10.748,-58.5,22608
35.74,10.748,-58.6,22616
35.7,10.758,-58.6,22622
35.66,10.782,-58.7,22628
35.63,10.798,-58.7,22631
35.59,10.784,-58.7,22639
35.56,10.748,-58.8,22645
35.52,10.751,-58.8,22654
35.49,10.785,-58.8,22658
35.46,10.744,-58.8,22664
35.43,10.774,-58.8,22669
35.4,10.798,-58.8,22672
35.37,10.788,-58.8,22678
35.34,10.751,-58.7,22683
35.3,10.737,-58.7,22691
35.27,10.731,-58.6,22698
35.24,10.728,-58.6,22704
35.21,10.736,-58.6,22707
35.17,10.707,-58.5,22713
35.14,10.629,-58.5,22716
35.11,10.717,-58.4,22728
35.08,10.707,-58.4,22734
35.05,10.58,-58.4,22736
35.02,10.717,-58.3,22740
34.99,10.727,-58.3,22745
34.96,10.751,-58.3,22752
34.93,10.751,-58.2,22760
34.89,10.751,-58.2,22761
34.86,10.838,-58.2,22770
34.83,10.845,-58.1,22777
34.8,10.845,-58.1,22781
34.77,10.824,-58,22788
34.74,10.801,-58,22795
34.71,10.778,-57.9,22796
34.68,10.839,-57.9,22798
34.66,10.853,-57.8,22805
34.63,10.854,-57.7,22812
34.6,10.854,-57.6,22819
34.57,10.782,-57.5,22827
34.53,10.757,-57.4,22829
34.5,10.764,-57.3,22831
34.47,10.774,-57.3,22838
34.44,10.964,-57.3,22847
34.4,10.994,-57.2,22856
34.37,10.994,-57.2,22856
34.34,10.973,-57.1,22866
34.31,10.915,-57.1,22873
34.27,10.903,-57,22878
34.24,10.894,-57,22883
34.21,10.896,-56.9,22888
34.18,10.902,-56.9,22894
34.15,10.905,-56.9,22900
34.12,10.908,-56.9,22906
34.09,10.91,-56.9,22911
34.06,10.911,-56.9,22912
34.03,10.905,-56.9,22924
34,10.895,-56.9,22930
33.96,10.891,-57,22934
33.93,10.898,-57,22938
33.9,10.907,-57,22948
33.87,10.951,-57.1,22957
33.84,11.013,-57.1,22957
33.81,11.033,-57.2,22955
33.77,11.044,-57.2,22972
33.74,11.076,-57.2,22978
33.71,11.096,-57.2,22983
33.67,11.097,-57.3,22989
33.64,11.097,-57.3,22996
33.6,11.097,-57.3,23002
33.57,11.097,-57.3,23009
33.54,11.097,-57.3,23013
33.51,11.096,-57.3,23022
33.47,11.122,-57.3,23027
33.44,11.151,-57.3,23035
33.41,11.161,-57.3,23039
33.39,11.172,-57.3,23044
33.36,11.172,-57.3,23048
33.33,11.172,-57.3,23052
33.3,11.172,-57.3,23056
33.27,11.172,-57.3,23062
33.24,11.172,-57.3,23073
33.21,11.136,-57.3,23081
33.17,11.072,-57.3,23084
33.14,11.138,-57.3,23089
33.11,11.253,-57.3,23095
33.08,11.253,-57.3,23100
33.05,11.253,-57.3,23105
33.02,11.253,-57.3,23111
32.99,11.197,-57.2,23117
32.96,11.072,-57.2,23126
32.93,11.072,-57.1,23132
32.9,11.081,-57.1,23136
32.87,11.11,-57.1,23142
32.84,11.138,-57,23148
32.81,11.167,-57,23154
32.78,11.195,-56.9,23160
32.75,11.217,-56.9,23155
32.72,11.217,-56.9,23169
32.69,11.217,-56.8,23178
32.66,11.217,-56.8,23183
32.63,11.218,-56.7,23188
32.6,11.224,-56.7,23194
32.57,11.23,-56.7,23199
32.55,11.235,-56.7,23205
32.52,11.241,-56.7,23210
32.49,11.259,-56.7,23216
32.46,11.328,-56.7,23214
32.43,11.323,-56.6,23226
32.4,11.245,-56.6,23233
32.37,11.248,-56.6,23238
32.34,11.289,-56.5,23243
32.31,11.329,-56.4,23250
32.28,11.344,-56.4,23257
32.25,11.359,-56.3,23259
32.22,11.359,-56.3,23265
32.19,11.359,-56.3,23277
32.16,11.359,-56.2,23281
32.13,11.243,-56.2,23285
32.1,11.348,-56.2,23289
32.07,11.401,-56.2,23297
32.04,11.447,-56.2,23306
32.01,11.493,-56.2,23309
31.98,11.496,-56.3,23313
31.96,11.497,-56.3,23320
31.93,11.496,-56.3,23326
31.9,11.496,-56.3,23333
31.87,11.496,-56.4,23338
31.84,11.496,-56.3,23343
31.81,11.547,-56.3,23348
31.78,11.605,-56.2,23356
31.75,11.64,-56.1,23361
31.73,11.645,-56,23366
31.7,11.646,-55.9,23372
31.67,11.647,-55.8,23377
31.65,11.648,-55.7,23382
31.62,11.648,-55.6,23387
31.59,11.649,-55.5,23389
31.56,11.686,-55.4,23401
31.53,11.784,-55.3,23406
31.5,11.836,-55.3,23407
31.47,11.863,-55.3,23417
31.45,11.888,-55.2,23426
31.42,11.913,-55.2,23431
31.39,11.956,-55.2,23435
31.36,12.008,-55.2,23435
31.33,12.109,-55.2,23443
31.3,12.226,-55.2,23449
31.27,12.263,-55.2,23458
31.24,12.219,-55.2,23465
31.21,12.217,-55.3,23472
31.18,12.249,-55.3,23480
31.15,12.302,-55.3,23483
31.13,12.332,-55.4,23486
31.1,12.332,-55.4,23486
31.07,12.372,-55.4,23501
31.04,12.405,-55.4,23508
31.02,12.407,-55.4,23511
30.99,12.407,-55.3,23516
30.96,12.423,-55.3,23521
30.93,12.457,-55.3,23529
30.9,12.477,-55.3,23535
30.88,12.479,-55.3,23541
30.85,12.479,-55.2,23534
30.82,12.627,-55.2,23550
30.79,12.8,-55.2,23562
30.76,12.81,-55.2,23566
30.73,12.781,-55.2,23571
30.7,12.789,-55.2,23576
30.68,12.812,-55.2,23581
30.65,12.827,-55.2,23585
30.63,12.852,-55.1,23589
30.6,12.924,-55.1,23595
30.58,12.969,-55.1,23603
30.55,12.969,-55,23609
30.53,12.968,-55,23614
30.5,12.968,-55,23617
30.48,12.965,-54.9,23622
30.45,12.955,-54.9,23627
30.43,12.946,-54.9,23632
30.4,12.944,-54.9,23635
30.38,12.968,-54.8,23642
30.35,12.977,-54.8,23654
30.33,13.022,-54.8,23656
30.3,13.066,-54.8,23658
30.28,13.104,-54.7,23661
30.25,13.111,-54.7,23669
30.23,13.101,-54.7,23675
30.2,13.103,-54.7,23681
30.17,13.119,-54.7,23682
30.15,13.148,-54.6,23691
30.12,13.177,-54.6,23700
30.09,13.205,-54.6,23709
30.06,13.23,-54.6,23711
30.04,13.21,-54.5,23708
30.01,13.1,-54.5,23723
29.98,13.101,-54.4,23729
29.96,13.113,-54.4,23735
29.94,13.124,-54.3,23739
29.91,13.275,-54.3,23743
29.89,13.293,-54.3,23742
29.87,13.317,-54.2,23750
29.84,13.297,-54.2,23759
29.81,13.276,-54.2,23763
29.79,13.275,-54.2,23762
29.76,13.314,-54.2,23776
29.73,13.39,-54.2,23783
29.7,13.326,-54.2,23789
29.67,13.277,-54.2,23791
29.65,13.387,-54.2,23798
29.62,13.397,-54.1,23807
29.59,13.398,-54.1,23816
29.56,13.398,-54,23815
29.54,13.417,-53.9,23815
29.51,13.42,-53.8,23827
29.48,13.42,-53.7,23836
29.45,13.42,-53.6,23844
29.42,13.42,-53.5,23853
29.39,13.42,-53.5,23857
29.37,13.438,-53.4,23861
29.34,13.461,-53.4,23862
29.32,13.604,-53.4,23865
29.29,13.636,-53.4,23879
29.26,13.587,-53.4,23884
29.24,13.575,-53.4,23889
29.21,13.575,-53.4,23895
29.19,13.576,-53.4,23900
29.17,13.576,-53.4,23905
29.14,13.576,-53.4,23910
29.11,13.576,-53.4,23909
29.09,13.576,-53.3,23919
29.06,13.577,-53.3,23929
29.03,13.577,-53.3,23934
29,13.577,-53.3,23939
28.97,13.577,-53.3,23944
28.94,13.577,-53.4,23955
28.92,13.578,-53.4,23965
28.89,13.578,-53.4,23967
28.87,13.613,-53.4,23971
28.84,13.605,-53.4,23974
28.82,13.574,-53.5,23980
28.8,13.567,-53.5,23985
28.77,13.56,-53.5,23991
28.75,13.552,-53.5,23996
28.73,13.545,-53.5,24002
28.7,13.538,-53.5,24007
28.67,13.531,-53.5,24013
28.65,13.524,-53.4,24019
28.62,13.517,-53.3,24022
28.6,13.513,-53.2,24031
28.57,13.513,-53.1,24039
28.54,13.49,-53,24044
28.52,13.486,-52.9,24052
28.49,13.52,-52.8,24059
28.47,13.537,-52.7,24057
28.45,13.59,-52.6,24064
28.43,13.665,-52.6,24071
28.4,13.665,-52.5,24071
28.38,13.712,-52.5,24077
28.35,13.805,-52.4,24086
28.33,13.813,-52.4,24092
28.3,13.794,-52.4,24100
28.27,13.793,-52.3,24105
28.25,13.793,-52.3,24109
28.22,13.793,-52.3,24116
28.2,13.794,-52.3,24121
28.17,13.767,-52.2,24125
28.15,13.709,-52.2,24136
28.12,13.709,-52.2,24139
28.1,13.709,-52.2,24145
28.08,13.709,-52.2,24149
28.05,13.709,-52.3,24157
28.03,13.739,-52.3,24162
28.01,13.846,-52.3,24165
27.99,13.846,-52.3,24167
27.97,13.846,-52.3,24175
27.95,13.839,-52.2,24180
27.92,13.799,-52.2,24183
27.9,13.788,-52.1,24189
27.88,13.788,-52,24194
27.86,13.79,-51.9,24201
27.84,13.802,-51.8,24206
27.81,13.808,-51.7,24212
27.79,13.813,-51.7,24211
27.77,13.813,-51.6,24221
27.75,13.821,-51.5,24226
27.73,13.939,-51.4,24231
27.71,13.949,-51.4,24235
27.68,13.959,-51.3,24239
27.66,13.969,-51.3,24246
27.64,13.98,-51.2,24252
27.62,13.981,-51.2,24254
27.59,14.018,-51.1,24261
27.57,14.022,-51.1,24267
27.54,14.038,-51.1,24272
27.52,14.04,-51,24282
27.49,14.041,-51,24286
27.47,14.04,-51,24294
27.44,14.072,-51,24298
27.42,14.107,-51,24301
27.39,14.142,-51,24309
27.37,14.323,-51,24318
27.34,14.505,-51,24322
27.32,14.55,-51,24328
27.3,14.554,-51,24333
27.27,14.564,-51,24338
27.25,14.575,-51,24343
27.23,14.587,-51.1,24347
27.2,14.61,-51.1,24350
27.18,14.63,-51.1,24359
27.16,14.648,-51.1,24368
27.13,14.666,-51.1,24371
27.1,14.67,-51.1,24378
27.08,14.673,-51.2,24385
27.05,14.677,-51.2,24391
27.03,14.68,-51.3,24397
27,14.674,-51.3,24405
26.98,14.671,-51.3,24409
26.96,14.671,-51.3,24415
26.94,14.671,-51.4,24417
26.92,14.693,-51.4,24418
26.89,14.683,-51.4,24426
26.87,14.653,-51.4,24434
26.85,14.643,-51.4,24443
26.83,14.643,-51.4,24449
26.8,14.643,-51.4,24452
26.78,14.629,-51.4,24455
26.76,14.61,-51.4,24459
26.74,14.532,-51.3,24465
26.72,14.476,-51.3,24472
26.7,14.483,-51.3,24475
26.68,14.509,-51.3,24481
26.66,14.526,-51.2,24486
26.63,14.526,-51.2,24492
26.61,14.526,-51.2,24497
26.59,14.526,-51.2,24503
26.56,14.527,-51.3,24508
26.54,14.527,-51.3,24514
26.52,14.51,-51.3,24518
26.49,14.49,-51.3,24527
26.46,14.49,-51.4,24535
26.44,14.49,-51.4,24540
26.41,14.504,-51.4,24544
26.38,14.531,-51.4,24553
26.36,14.54,-51.5,24560
26.33,14.549,-51.5,24571
26.31,14.553,-51.5,24572
26.28,14.556,-51.4,24577
26.26,14.623,-51.4,24585
26.24,14.75,-51.5,24590
26.21,14.692,-51.5,24598
26.19,14.618,-51.5,24600
26.17,14.738,-51.5,24602
26.15,14.745,-51.5,24614
26.13,14.726,-51.6,24616
26.11,14.696,-51.6,24619
26.09,14.665,-51.6,24619
26.07,14.661,-51.6,24630
26.05,14.733,-51.6,24640
26.02,14.722,-51.7,24644
26,14.675,-51.7,24649
25.98,14.657,-51.7,24655
25.96,14.642,-51.7,24661
25.94,14.622,-51.7,24665
25.92,14.508,-51.8,24666
25.9,14.45,-51.8,24670
25.88,14.422,-51.8,24676
25.86,14.385,-51.8,24684
25.83,14.337,-51.8,24687
25.81,14.338,-51.9,24695
25.79,14.352,-51.9,24702
25.76,14.366,-51.9,24709
25.73,14.381,-51.9,24716
25.71,14.395,-52,24718
25.68,14.428,-52,24727
25.66,14.424,-52,24736
25.63,14.346,-52,24742
25.61,14.36,-52,24748
25.59,14.383,-52.1,24755
25.57,14.406,-52.1,24761
25.55,14.428,-52.1,24758
25.53,14.52,-52,24763
25.51,14.529,-52,24766
25.49,14.529,-52,24772
25.46,14.543,-52,24785
25.44,14.545,-52,24794
25.41,14.55,-52,24795
25.38,14.551,-52,24803
25.36,14.566,-52.1,24807
25.33,14.553,-52.1,24819
25.3,14.533,-52.1,24826
25.28,14.537,-52.2,24834
25.25,14.544,-52.2,24842
25.23,14.551,-52.2,24840
25.2,14.552,-52.3,24849
25.18,14.498,-52.3,24858
25.16,14.431,-52.4,24858
25.13,14.401,-52.4,24864
25.11,14.342,-52.5,24879
25.09,14.329,-52.5,24882
25.06,14.165,-52.6,24884
25.04,14.23,-52.6,24894
25.02,14.271,-52.7,24895
25,14.178,-52.7,24902
24.97,14.128,-52.8,24908
24.95,14.113,-52.8,24916
24.93,14.108,-52.9,24921
24.91,14.108,-52.9,24929
24.88,14.02,-52.9,24931
24.86,13.975,-52.9,24930
24.84,13.996,-52.9,24943
24.81,14.028,-52.9,24952
24.79,14.014,-52.8,24961
24.76,13.976,-52.8,24961
24.74,13.959,-52.7,24966
24.71,13.959,-52.7,24979
24.68,13.96,-52.6,24985
24.66,13.96,-52.6,24987
24.63,13.986,-52.6,24997
24.61,14.007,-52.6,25007
24.59,14.007,-52.6,25018
24.57,14.007,-52.6,25018
24.54,14.007,-52.6,25017
24.53,13.998,-52.7,25020
24.51,13.972,-52.7,25030
24.49,13.939,-52.7,25040
24.46,13.921,-52.7,25044
24.44,13.92,-52.7,25047
24.42,13.917,-52.7,25046
24.4,13.916,-52.7,25054
24.37,13.918,-52.7,25067
24.34,13.92,-52.7,25072
24.32,13.851,-52.7,25083
24.29,13.768,-52.7,25094
24.27,13.859,-52.8,25097
24.25,13.919,-52.8,25102
24.23,13.922,-52.8,25101
24.21,13.919,-52.8,25106
24.19,13.969,-52.8,25102
24.17,14.086,-52.8,25119
24.15,14.089,-52.8,25125
24.12,14.035,-52.8,25134
24.1,13.874,-52.8,25144
24.08,13.754,-52.8,25145
24.06,13.844,-52.8,25152
24.04,14.08,-52.8,25155
24.02,14.002,-52.8,25161
24,13.807,-52.8,25167
23.98,13.903,-52.8,25173
23.96,13.903,-52.8,25179
23.94,13.903,-52.9,25179
23.92,13.904,-52.9,25181
23.89,13.904,-52.9,25190
23.87,13.904,-52.9,25203
23.85,13.904,-52.9,25212
23.83,13.902,-52.9,25215
23.8,13.895,-52.9,25211
23.78,13.795,-52.8,25223
23.76,13.795,-52.7,25230
23.73,13.795,-52.6,25237
23.71,13.796,-52.5,25243
23.69,13.796,-52.4,25254
23.66,13.796,-52.3,25260
23.64,13.796,-52.2,25262
23.62,13.796,-52.1,25267
23.59,13.796,-52,25274
23.57,13.916,-51.9,25286
23.55,13.928,-51.9,25290
23.53,13.709,-51.8,25293
23.5,13.7,-51.8,25297
23.48,13.7,-51.8,25308
23.46,13.7,-51.8,25317
23.44,13.784,-51.8,25317
23.43,13.709,-51.8,25321
23.41,13.7,-51.9,25324
23.39,13.746,-51.9,25330
23.37,13.738,-51.9,25338
23.35,13.647,-52,25341
23.33,13.548,-52,25349
23.31,13.533,-52,25349
23.29,13.609,-52.1,25363
23.27,13.717,-52.1,25368
23.25,13.722,-52.1,25371
23.23,13.718,-52.2,25380
23.21,13.716,-52.2,25382
23.19,13.715,-52.2,25388
23.17,13.644,-52.3,25389
23.16,13.627,-52.4,25389
23.14,13.628,-52.4,25404
23.12,13.67,-52.5,25410
23.1,13.687,-52.5,25415
23.08,13.687,-52.5,25419
23.06,13.687,-52.5,25423
23.04,13.626,-52.4,25429
23.02,13.596,-52.4,25435
23,13.547,-52.4,25440
22.98,13.522,-52.4,25447
22.96,13.522,-52.4,25451
22.95,13.501,-52.4,25458
22.93,13.49,-52.4,25461
22.91,13.49,-52.4,25464
22.89,13.508,-52.4,25471
22.88,13.505,-52.4,25474
22.86,13.446,-52.4,25478
22.84,13.403,-52.4,25481
22.82,13.396,-52.4,25493
22.81,13.449,-52.4,25495
22.79,13.477,-52.4,25498
22.77,13.432,-52.4,25506
22.75,13.397,-52.4,25511
22.73,13.397,-52.4,25517
22.71,13.397,-52.4,25523
22.69,13.397,-52.4,25529
22.67,13.407,-52.4,25531
22.65,13.417,-52.4,25539
22.63,13.434,-52.4,25544
22.61,13.47,-52.4,25544
22.59,13.481,-52.4,25553
22.57,13.481,-52.5,25564
22.55,13.481,-52.5,25574
22.53,13.481,-52.5,25575
22.51,13.481,-52.5,25576
22.49,13.482,-52.5,25582
22.47,13.5,-52.5,25594
22.46,13.533,-52.5,25594
22.44,13.533,-52.5,25600
22.42,13.533,-52.5,25606
22.4,13.533,-52.5,25611
22.39,13.533,-52.6,25617
22.37,13.533,-52.6,25620
22.35,13.543,-52.6,25624
22.34,13.576,-52.7,25628
22.32,13.576,-52.8,25637
22.3,13.57,-52.8,25640
22.28,13.55,-52.8,25641
22.26,13.555,-52.9,25650
22.25,13.576,-52.9,25657
22.23,13.574,-52.9,25662
22.21,13.561,-52.9,25667
22.19,13.55,-52.9,25672
22.17,13.549,-52.9,25680
22.14,13.542,-52.9,25683
22.12,13.542,-52.9,25690
22.1,13.533,-52.9,25699
22.08,13.475,-52.9,25708
22.06,13.421,-52.9,25713
22.04,13.419,-52.9,25714
22.03,13.38,-52.9,25719
22.01,13.38,-52.8,25725
21.99,13.378,-52.8,25730
21.98,13.337,-52.7,25733
21.96,13.338,-52.7,25740
21.95,13.338,-52.7,25744
21.93,13.338,-52.6,25744
21.91,13.316,-52.6,25752
21.89,13.314,-52.6,25758
21.88,13.314,-52.5,25766
21.86,13.327,-52.5,25773
21.84,13.358,-52.4,25773
21.82,13.359,-52.4,25776
21.81,13.359,-52.3,25782
21.79,13.386,-52.3,25787
21.77,13.389,-52.3,25797
21.75,13.389,-52.2,25803
21.73,13.389,-52.2,25808
21.71,13.389,-52.2,25813
21.7,13.39,-52.2,25820
