GPHeight,Pressure,O3PartialPressure,Temperature
24900,25.482,13.966800000000001,-52.3
25000,25.09,14.131,-52.1
25100,24.701428571428572,13.972428571428571,-52.6
25200,24.327499999999997,14.101125000000001,-52.7
25300,23.96666666666667,14.139000000000001,-52.7
25400,23.588,13.94,-53.1
25500,23.216666666666665,13.735999999999999,-53.1
25600,22.86,13.859,-53.650000000000006
25700,22.508,13.767999999999999,-54.1
25800,22.152,13.7378,-53.8
25900,21.81,13.653,-53.8
26000,21.476666666666667,13.641333333333334,-53.5
26100,21.15142857142857,13.614571428571429,-52.65714285714286
26200,20.832307692307694,13.60423076923077,-52.53076923076923
26300,20.498,13.6814,-52.5
26400,20.20285714285714,13.610714285714286,-52.3
26500,19.87,13.593,-52.1
26600,19.576666666666668,13.701666666666666,-52.2
26700,19.270000000000003,13.7665,-52.2
26800,18.99,13.854,-51.9
26900,18.68,13.812,-51.6
27000,18.396363636363635,13.751181818181818,-51.3
27100,18.12333333333333,13.699333333333334,-51.6
27200,17.85,13.491,-52.3
27300,17.55,13.433,-53.2
27400,17.305714285714284,13.009142857142857,-53.84285714285714
27500,17.04,12.876,-54.1
27600,16.767142857142858,12.960714285714285,-54.72857142857143
27700,16.5,12.592,-55.4
27800,16.244999999999997,12.642,-56.25
27900,15.996666666666668,12.405,-56.4
28000,15.75,12.186,-56.9
28100,15.503333333333334,12.182333333333332,-55.63333333333333
28200,15.257272727272728,12.038363636363636,-55.7
28300,15.013,11.676,-56.2
28400,14.78,11.339,-55.6
28500,14.55,11.289,-55.150000000000006
28600,14.3325,10.959,-55.2
28700,14.1,10.523,-55.6
28800,13.88,10.0,-53.9
28900,13.67,9.7555,-52.9
29000,13.461428571428572,9.582142857142857,-52.9
29100,13.26,9.621,-52.9
29200,13.06,9.338,-53.1
29300,12.853333333333333,9.355,-52.7
29400,12.65,9.34,-53.0
29500,12.463333333333333,9.298,-52.733333333333334
29600,12.265,9.190249999999999,-53.725
